Date,CementType,Price Before VAT,Quantity In Quintal,Quantity In Ton,Transportation,  Sales,Tax,advertisement,Fuel
12-12-2020,OPC-Bulk,363.2067,1200,120,28,514300.69,78452.6472,24611.81091,55661.7648
12-12-2020,OPC-Bulk,363.2067,1200,120,28,514300.69,78452.6472,24611.81091,55661.7648
12-12-2020,PPC-Bag,290.0421,400,40,23,136899.87,20883.0312,6571.94725,14842.0208
12-12-2020,PPC-Bag,292.689,400,40,28,138149.21,21073.608,6641.5025,15169.072
12-13-2020,OPC-Bulk,365.8689,4000,400,28.5,1726901.21,263425.608,82561.22049,187017.072
12-13-2020,PPC-Bag,292.689,10000,1000,29,3453730.2,526840.2,165385.1089,380226.8
12-13-2020,OPC-Bag,379.1799,400,40,25,178972.91,27300.9528,8581.54775,19200.6352
12-15-2020,OPC-Bulk,363.2067,1200,120,28,514300.69,78452.6472,24611.81091,55661.7648
12-15-2020,OPC-Bag,379.1799,200,20,30,89486.46,13650.4764,4314.73287,9700.3176
12-17-2020,OPC-Bag,388.4823,2000,200,30,916818.23,139853.628,43848.86583,99235.752
12-17-2020,PPC-Bag,299.3445,2000,200,30,706453.02,107764.02,33856.51845,77842.68
12-17-2020,PPC-Bag,292.689,800,80,90,276298.42,42147.216,13501.7361,35298.144
12-17-2020,PPC-Bag,292.689,400,40,63,138149.21,21073.608,6711.5025,16569.072
12-17-2020,PPC-Bag,290.0115,400,40,22,136885.43,20880.828,6569.25875,14800.552
12-18-2020,OPC-Bag,379.1799,400,40,28,178972.91,27300.9528,8587.54775,19320.6352
12-18-2020,OPC-Bulk,363.2067,1200,120,28,514300.69,78452.6472,24611.81091,55661.7648
12-18-2020,OPC-Bag,379.1799,4000,400,29,1789729.13,273009.528,85554.21559,193606.352
12-19-2020,OPC-Bag,381.8421,800,80,60,360458.94,54985.2624,17384.71029,41456.8416
12-19-2020,OPC-Bag,379.1799,400,40,21,178972.91,27300.9528,8573.54775,19040.6352
12-19-2020,OPC-Bulk,365.8689,1200,120,28,518070.36,79027.6824,24790.97697,56045.1216
12-20-2020,OPC-Bulk,363.2067,800,80,28,342867.12,52301.7648,16419.98083,37107.8432
12-20-2020,PPC-Bag,290.0421,400,40,25,136899.87,20883.0312,6575.94725,14922.0208
12-21-2020,PPC-Bag,290.0421,400,40,23,136899.87,20883.0312,6571.94725,14842.0208
12-21-2020,PPC-Bag,290.0421,400,40,18,136899.87,20883.0312,6561.94725,14642.0208
12-22-2020,OPC-Bulk,363.2067,1200,120,28,514300.69,78452.6472,24611.81091,55661.7648
12-24-2020,PPC-Bag,290.0421,200,20,30,68449.94,10441.5156,3307.47573,7561.0104
12-26-2020,OPC-Bulk,363.2067,1200,120,28,514300.69,78452.6472,24611.81091,55661.7648
12-26-2020,OPC-Bag,378.5067,2000,200,90,893275.81,136262.412,43330.60107,108841.608
12-26-2020,PPC-Bag,292.689,1200,120,25,414447.62,63220.824,19847.9697,45147.216
12-26-2020,PPC-Bag,292.689,1200,120,63,414447.62,63220.824,20075.9697,49707.216
12-27-2020,PPC-Bag,292.689,1200,120,25,414447.62,63220.824,19847.9697,45147.216
12-27-2020,OPC-Bulk,365.8689,4000,400,28.5,1726901.21,263425.608,82561.22049,187017.072
12-27-2020,OPC-Bulk,365.8689,4000,400,28.5,1726901.21,263425.608,82561.22049,187017.072
12-27-2020,OPC-Bag,379.1799,1200,120,21,536918.74,81902.8584,25644.80727,57121.9056
12-28-2020,OPC-Bulk,363.2067,1200,120,28,514300.69,78452.6472,24611.81091,55661.7648
12-28-2020,PPC-Bag,290.0421,400,40,22,136899.87,20883.0312,6569.94725,14802.0208
12-29-2020,OPC-Bulk,365.8689,1200,120,25,518070.36,79027.6824,24772.97697,55685.1216
12-31-2020,OPC-Bag,388.4823,2000,200,30,916818.23,139853.628,43848.86583,99235.752
12-31-2020,PPC-Bag,299.3445,2000,200,30,706453.02,107764.02,33856.51845,77842.68
12-31-2020,PPC-Bag,292.689,400,40,75,138149.21,21073.608,6735.5025,17049.072
12-31-2020,PPC-Bag,290.0421,200,20,28,68449.94,10441.5156,3305.47573,7521.0104
01-01-2021,OPC-Bulk,363.2067,1200,120,28,514300.69,78452.6472,24611.81091,55661.7648
01-01-2021,OPC-Bulk,363.2067,800,80,28,342867.12,52301.7648,16419.98083,37107.8432
01-01-2021,OPC-Bag,379.1799,400,40,21,178972.91,27300.9528,8573.54775,19040.6352
01-01-2021,OPC-Bag,379.1799,200,20,21,89486.46,13650.4764,4305.73287,9520.3176
01-01-2021,PPC-Bag,292.689,400,40,22,138149.21,21073.608,6629.5025,14929.072
01-02-2021,OPC-Bag,379.1799,400,40,21,178972.91,27300.9528,8573.54775,19040.6352
01-02-2021,PPC-Bag,292.689,400,40,21,138149.21,21073.608,6627.5025,14889.072
01-02-2021,OPC-Bag,379.1799,400,40,25,178972.91,27300.9528,8581.54775,19200.6352
01-03-2021,OPC-Bag,379.1799,400,40,28,178972.91,27300.9528,8587.54775,19320.6352
01-03-2021,PPC-Bag,292.689,400,40,28,138149.21,21073.608,6641.5025,15169.072
01-03-2021,OPC-Bulk,363.2067,2000,200,28,857167.81,130754.412,40995.47107,92769.608
01-04-2021,OPC-Bag,379.1799,400,40,23,178972.91,27300.9528,8577.54775,19120.6352
01-04-2021,OPC-Bulk,363.2067,2400,240,28,1028601.37,156905.2944,49187.30115,111323.5296
01-05-2021,OPC-Bulk,372.5244,800,80,28,351663.03,53643.5136,16838.34556,38002.3424
01-05-2021,PPC-Bag,292.689,400,40,35,138149.21,21073.608,6655.5025,15449.072
01-08-2021,PPC-Bag,290.0421,200,20,25,68449.94,10441.5156,3302.47573,7461.0104
01-09-2021,OPC-Bag,379.1799,800,80,110,357945.83,54601.9056,17465.17751,45201.2704
01-09-2021,OPC-Bag,379.1799,800,80,80,357945.83,54601.9056,17345.17751,42801.2704
01-09-2021,OPC-Bag,379.1799,1600,160,110,715891.65,109203.8112,34892.43703,90402.5408
01-10-2021,OPC-Bag,379.1799,400,40,25,178972.91,27300.9528,8581.54775,19200.6352
01-10-2021,OPC-Bag,379.1799,200,20,30,89486.46,13650.4764,4314.73287,9700.3176
01-10-2021,OPC-Bag,379.1799,400,40,21,178972.91,27300.9528,8573.54775,19040.6352
01-11-2021,OPC-Bag,379.1799,400,40,25,178972.91,27300.9528,8581.54775,19200.6352
01-12-2021,PPC-Bag,282.0555,5000,500,29,1664127.45,253849.95,79728.74555,183733.3
01-12-2021,PPC-Bag,292.689,5000,500,25,1726865.1,263420.1,82607.1889,188113.4
1-14-2021,OPC-Bulk,365.8689,4000,400,28.5,1726901.21,263425.608,82561.22049,187017.072
1-14-2021,OPC-Bulk,363.2067,1200,120,28,514300.69,78452.6472,24611.81091,55661.7648
1-14-2021,OPC-Bulk,363.2067,2800,280,28,1200034.94,183056.1768,57379.13123,129877.4512
1-15-2021,PPC-Bag,292.689,400,40,21,138149.21,21073.608,6627.5025,14889.072
1-15-2021,OPC-Bulk,372.5244,2400,240,28,1054989.1,160930.5408,50440.5318,114007.0272
1-15-2021,OPC-Bag,379.1799,400,40,25,178972.91,27300.9528,8581.54775,19200.6352
1-16-2021,OPC-Bag,379.1799,200,20,30,89486.46,13650.4764,4314.73287,9700.3176
1-17-2021,OPC-Bag,379.1799,400,40,21,178972.91,27300.9528,8573.54775,19040.6352
1-21-2021,PPC-Bag,292.689,800,80,25,276298.42,42147.216,13241.7361,30098.144
1-21-2021,OPC-Bulk,365.8689,4000,400,0,1726901.21,263425.608,81991.22049,175617.072
1-21-2021,OPC-Bulk,363.2067,1200,120,28,514300.69,78452.6472,24611.81091,55661.7648
1-21-2021,PPC-Bag,290.0421,200,20,28,68449.94,10441.5156,3305.47573,7521.0104
1-21-2021,PPC-Bag,290.0421,400,40,21,136899.87,20883.0312,6567.94725,14762.0208
1-22-2021,OPC-Bag,379.1799,400,40,75,178972.91,27300.9528,8681.54775,21200.6352
1-22-2021,PPC-Bag,292.689,400,40,75,138149.21,21073.608,6735.5025,17049.072
1-22-2021,PPC-Bag,292.689,400,40,65,138149.21,21073.608,6715.5025,16649.072
1-23-2021,PPC-Bag,292.689,350,35,20,120880.56,18439.407,5800.9733,12992.938
1-24-2021,PPC-Bag,290.0421,1200,120,20,410699.61,62649.0936,19639.83333,44166.0624
1-24-2021,PPC-Bag,290.0421,1050,105,20,359362.16,54817.9569,17188.47969,38645.3046
1-24-2021,OPC-Bag,379.1799,800,80,35,357945.83,54601.9056,17165.17751,39201.2704
1-24-2021,OPC-Bulk,363.2067,1600,160,28,685734.25,104603.5296,32803.64099,74215.6864
1-24-2021,PPC-Bag,290.0421,1200,120,20,410699.61,62649.0936,19639.83333,44166.0624
1-25-2021,PPC-Bag,290.0421,200,20,26,68449.94,10441.5156,3303.47573,7481.0104
1-25-2021,OPC-Bulk,363.2067,1200,120,28,514300.69,78452.6472,24611.81091,55661.7648
1-25-2021,OPC-Bag,379.1799,200,20,28,89486.46,13650.4764,4312.73287,9660.3176
1-25-2021,OPC-Bag,379.1799,700,70,20,313202.6,47776.6674,14971.77007,33251.1116
1-28-2021,OPC-Bag,379.1799,400,40,25,178972.91,27300.9528,8581.54775,19200.6352
1-29-2021,OPC-Bag,395.1378,2000,200,65,932525.21,142249.608,44944.94738,107833.072
1-29-2021,PPC-Bag,306,800,80,65,288864,44064,13999.4,34576
1-29-2021,OPC-Bag,395.1378,400,40,80,186505.04,28449.9216,9050.6005,22166.6144
1-29-2021,PPC-Bag,306,800,80,80,288864,44064,14059.4,35776
1-29-2021,OPC-Bag,395.1378,400,40,25,186505.04,28449.9216,8940.6005,19966.6144
1-29-2021,PPC-Bag,306,400,40,25,144432,22032,6935,15688
1-29-2021,PPC-Bag,306,400,40,150,144432,22032,7185,20688
1-29-2021,OPC-Bag,395.1378,400,40,25,186505.04,28449.9216,8940.6005,19966.6144
1-29-2021,PPC-Bag,306,400,40,0,144432,22032,6885,14688
1-29-2021,OPC-Bag,395.1378,400,40,25,186505.04,28449.9216,8940.6005,19966.6144
1-29-2021,PPC-Bag,306,400,40,25,144432,22032,6935,15688
1-29-2021,OPC-Bag,395.1378,400,40,25,186505.04,28449.9216,8940.6005,19966.6144
1-29-2021,PPC-Bag,306,1200,120,25,433296,66096,20743.8,47064
1-29-2021,OPC-Bulk,365.8689,400,40,28,172690.12,26342.5608,8288.05025,18681.7072
1-29-2021,PPC-Bag,290.0421,400,40,21,136899.87,20883.0312,6567.94725,14762.0208
1-30-2021,OPC-Bulk,363.2067,800,80,28,342867.12,52301.7648,16419.98083,37107.8432
1-30-2021,OPC-Bulk,363.2067,800,80,28,342867.12,52301.7648,16419.98083,37107.8432
1-30-2021,OPC-Bulk,363.2067,800,80,28,342867.12,52301.7648,16419.98083,37107.8432
1-31-2021,OPC-Bag,381.8421,200,20,25,90114.74,13746.3156,4339.81573,9664.2104
1-31-2021,OPC-Bulk,365.8689,400,40,28,172690.12,26342.5608,8288.05025,18681.7072
1-31-2021,OPC-Bulk,363.2067,2000,200,25,857167.81,130754.412,40965.47107,92169.608
1-31-2021,OPC-Bag,379.1799,400,40,21,178972.91,27300.9528,8573.54775,19040.6352
02-01-2021,OPC-Bulk,365.8689,800,80,28,345380.24,52685.1216,16539.51361,37363.4144
02-01-2021,OPC-Bag,379.1799,200,20,25,89486.46,13650.4764,4309.73287,9600.3176
02-01-2021,PPC-Bag,290.0421,400,40,20,136899.87,20883.0312,6565.94725,14722.0208
02-02-2021,OPC-Bag,379.1799,800,80,28,357945.83,54601.9056,17137.17751,38641.2704
02-02-2021,OPC-Bag,379.1799,700,70,28,313202.6,47776.6674,14999.77007,33811.1116
02-02-2021,OPC-Bulk,363.2067,800,80,28,342867.12,52301.7648,16419.98083,37107.8432
02-02-2021,OPC-Bulk,363.2067,1200,120,28,514300.69,78452.6472,24611.81091,55661.7648
02-04-2021,PPC-Bag,290.0421,200,20,28,68449.94,10441.5156,3305.47573,7521.0104
02-04-2021,OPC-Bag,378.5067,400,40,90,178655.16,27252.4824,8696.40075,21768.3216
02-05-2021,OPC-Bulk,365.8689,400,40,28,172690.12,26342.5608,8288.05025,18681.7072
02-06-2021,OPC-Bag,379.1799,2000,200,65,894864.56,136504.764,43156.06679,104003.176
02-07-2021,PPC-Bag,290.0421,100,10,20,34224.97,5220.7578,1663.23997,3680.5052
02-07-2021,OPC-Bulk,365.8689,800,80,28,345380.24,52685.1216,16539.51361,37363.4144
02-07-2021,OPC-Bag,381.8421,2400,240,25,1081376.83,164955.7872,51657.76245,115970.5248
02-08-2021,OPC-Bag,378.5067,1200,120,90,535965.49,81757.4472,26013.50091,65304.9648
02-09-2021,OPC-Bag,379.1799,400,40,35,178972.91,27300.9528,8601.54775,19600.6352
02-09-2021,PPC-Bag,290.0421,400,40,35,136899.87,20883.0312,6595.94725,15322.0208
02-11-2021,OPC-Bulk,365.8689,10000,1000,28,4317253.02,658564.02,206323.1709,467042.68
02-11-2021,OPC-Bulk,365.8689,10000,1000,28,4317253.02,658564.02,206323.1709,467042.68
02-12-2021,OPC-Bulk,363.2067,2200,220,28,942884.59,143829.8532,45091.38611,102046.5688
02-12-2021,OPC-Bulk,363.2067,2200,220,28,942884.59,143829.8532,45091.38611,102046.5688
02-12-2021,PPC-Bag,290.0421,400,40,30,136899.87,20883.0312,6585.94725,15122.0208
02-12-2021,OPC-Bag,379.1799,400,40,25,178972.91,27300.9528,8581.54775,19200.6352
2-13-2021,PPC-Bag,290.0421,400,40,20,136899.87,20883.0312,6565.94725,14722.0208
2-13-2021,OPC-Bulk,365.8689,400,40,28,172690.12,26342.5608,8288.05025,18681.7072
2-14-2021,OPC-Bag,379.1799,400,40,21,178972.91,27300.9528,8573.54775,19040.6352
2-14-2021,OPC-Bag,379.1799,800,80,20,357945.83,54601.9056,17105.17751,38001.2704
2-16-2021,OPC-Bag,379.1799,400,40,22,178972.91,27300.9528,8575.54775,19080.6352
2-16-2021,PPC-Bag,290.0421,400,40,22,136899.87,20883.0312,6569.94725,14802.0208
2-16-2021,OPC-Bulk,365.8689,400,40,28,172690.12,26342.5608,8288.05025,18681.7072
2-16-2021,OPC-Bulk,365.8689,920,92,28,397187.28,60587.88984,19014.95262,42967.92656
2-18-2021,PPC-Bag,290.0421,400,40,22,136899.87,20883.0312,6569.94725,14802.0208
2-18-2021,PPC-Bag,290.0421,1600,160,20,547599.48,83532.1248,26176.77637,58888.0832
2-18-2021,PPC-Bag,290.0421,400,40,21,136899.87,20883.0312,6567.94725,14762.0208
2-18-2021,PPC-Bag,290.0421,800,80,20,273799.74,41766.0624,13102.89029,29444.0416
2-19-2021,PPC-Bag,290.0421,400,40,30,136899.87,20883.0312,6585.94725,15122.0208
2-19-2021,OPC-Bag,379.1799,800,80,28,357945.83,54601.9056,17137.17751,38641.2704
2-19-2021,PPC-Bag,292.689,400,40,28,138149.21,21073.608,6641.5025,15169.072
2-19-2021,OPC-Bulk,363.2067,800,80,28,342867.12,52301.7648,16419.98083,37107.8432
2-19-2021,OPC-Bulk,363.2067,800,80,28,342867.12,52301.7648,16419.98083,37107.8432
2-19-2021,OPC-Bulk,363.2067,800,80,28,342867.12,52301.7648,16419.98083,37107.8432
2-19-2021,PPC-Bag,290.0421,400,40,20,136899.87,20883.0312,6565.94725,14722.0208
2-20-2021,PPC-Bag,291.3579,1600,160,23,550083.72,83911.0752,26318.80363,59620.7168
2-20-2021,OPC-Bag,379.1799,400,40,25,178972.91,27300.9528,8581.54775,19200.6352
2-20-2021,PPC-Bag,290.088,400,40,23,136921.54,20886.336,6572.98,14844.224
2-21-2021,OPC-Bag,379.2105,400,40,75,178987.36,27303.156,8682.23625,21202.104
2-21-2021,OPC-Bulk,363.2067,1100,110,28,471442.3,71914.9266,22563.85339,51023.2844
2-21-2021,OPC-Bulk,363.2067,1100,110,28,471442.3,71914.9266,22563.85339,51023.2844
2-21-2021,OPC-Bulk,363.2067,1100,110,28,471442.3,71914.9266,22563.85339,51023.2844
2-21-2021,OPC-Bulk,363.2067,1100,110,28,471442.3,71914.9266,22563.85339,51023.2844
2-21-2021,OPC-Bag,379.2105,3600,360,65,1610886.2,245728.404,77656.75785,187218.936
2-21-2021,PPC-Bag,290.0421,400,40,23,136899.87,20883.0312,6571.94725,14842.0208
2-21-2021,PPC-Bag,290.0421,400,40,23,136899.87,20883.0312,6571.94725,14842.0208
2-21-2021,PPC-Bag,325.9512,350,35,0,134617.85,20534.9256,6421.23864,13689.9504
2-21-2021,OPC-Bag,379.2105,400,40,25,178987.36,27303.156,8582.23625,19202.104
2-22-2021,OPC-Bag,395.1378,400,40,25,186505.04,28449.9216,8940.6005,19966.6144
2-22-2021,OPC-Bag,395.1378,2000,200,100,932525.21,142249.608,45294.94738,114833.072
2-22-2021,OPC-Bag,395.1378,2000,200,70,932525.21,142249.608,44994.94738,108833.072
2-22-2021,OPC-Bag,395.1378,400,40,25,186505.04,28449.9216,8940.6005,19966.6144
2-22-2021,OPC-Bag,395.1378,1200,120,80,559515.12,85349.7648,27072.77394,66499.8432
2-22-2021,OPC-Bag,395.1378,3000,300,25,1398787.81,213374.412,66797.66418,149749.608
2-22-2021,OPC-Bulk,379.1799,7200,720,25,3221512.43,491417.1504,153823.2537,345611.4336
2-22-2021,PPC-Bag,306,400,40,150,144432,22032,7185,20688
2-22-2021,PPC-Bag,306,800,80,90,288864,44064,14099.4,36576
2-22-2021,PPC-Bag,306,400,40,25,144432,22032,6935,15688
2-22-2021,PPC-Bag,306,200,20,25,72216,11016,3482.8,7844
2-22-2021,PPC-Bag,306,400,40,120,144432,22032,7125,19488
2-22-2021,PPC-Bag,306,800,80,70,288864,44064,14019.4,34976
2-22-2021,PPC-Bag,306,800,80,65,288864,44064,13999.4,34576
2-22-2021,OPC-Bulk,365.8689,400,40,28,172690.12,26342.5608,8288.05025,18681.7072
2-22-2021,OPC-Bulk,365.8689,400,40,28,172690.12,26342.5608,8288.05025,18681.7072
2-22-2021,OPC-Bulk,365.8689,800,80,28,345380.24,52685.1216,16539.51361,37363.4144
2-22-2021,OPC-Bag,379.1799,400,40,22,178972.91,27300.9528,8575.54775,19080.6352
2-22-2021,PPC-Bag,290.0421,400,40,30,136899.87,20883.0312,6585.94725,15122.0208
2-22-2021,PPC-Bag,292.689,400,40,63,138149.21,21073.608,6711.5025,16569.072
2-22-2021,OPC-Bag,379.1799,800,80,110,357945.83,54601.9056,17465.17751,45201.2704
2-25-2021,OPC-Bag,388.4823,2000,200,30,916818.23,139853.628,43848.86583,99235.752
2-25-2021,PPC-Bag,299.3445,2000,200,30,706453.02,107764.02,33856.51845,77842.68
2-25-2021,OPC-Bulk,365.8689,4000,400,28.5,1726901.21,263425.608,82561.22049,187017.072
2-25-2021,PPC-Bag,290.0421,400,40,23,136899.87,20883.0312,6571.94725,14842.0208
2-25-2021,OPC-Bag,379.1799,200,20,30,89486.46,13650.4764,4314.73287,9700.3176
2-25-2021,PPC-Bag,290.0421,400,40,20,136899.87,20883.0312,6565.94725,14722.0208
03-01-2021,PPC-Bag,290.0421,400,40,22,136899.87,20883.0312,6569.94725,14802.0208
03-01-2021,PPC-Bag,290.0421,400,40,55,136899.87,20883.0312,6635.94725,16122.0208
03-01-2021,OPC-Bulk,365.8689,1200,120,28,518070.36,79027.6824,24790.97697,56045.1216
03-04-2021,PPC-Bag,290.0421,200,20,30,68449.94,10441.5156,3307.47573,7561.0104
03-05-2021,OPC-Bulk,363.2067,400,40,28,171433.56,26150.8824,8228.15075,18553.9216
03-05-2021,OPC-Bulk,363.2067,400,40,28,171433.56,26150.8824,8228.15075,18553.9216
03-05-2021,OPC-Bulk,363.2067,400,40,28,171433.56,26150.8824,8228.15075,18553.9216
03-05-2021,OPC-Bulk,363.2067,400,40,28,171433.56,26150.8824,8228.15075,18553.9216
03-05-2021,OPC-Bulk,363.2067,400,40,28,171433.56,26150.8824,8228.15075,18553.9216
03-06-2021,PPC-Bag,292.689,400,40,22,138149.21,21073.608,6629.5025,14929.072
03-06-2021,PPC-Bag,290.0421,200,20,35,68449.94,10441.5156,3312.47573,7661.0104
03-07-2021,OPC-Bag,395.1378,400,40,25,186505.04,28449.9216,8940.6005,19966.6144
03-07-2021,OPC-Bag,388.4823,2000,200,30,916818.23,139853.628,43848.86583,99235.752
03-07-2021,OPC-Bulk,392.4756,3200,320,28,1481987.87,226065.9456,70818.87508,159670.6304
03-07-2021,OPC-Bag,306,1600,160,90,577728,88128,28168.2,73152
03-07-2021,OPC-Bulk,379.1799,7200,720,25,3221512.43,491417.1504,153823.2537,345611.4336
03-07-2021,PPC-Bag,306,800,80,70,288864,44064,14019.4,34976
03-07-2021,PPC-Bag,306,400,40,65,144432,22032,7015,17288
03-07-2021,PPC-Bag,306,800,80,90,288864,44064,14099.4,36576
03-07-2021,PPC-Bag,306,800,80,25,288864,44064,13839.4,31376
03-07-2021,OPC-Bag,379.1799,1200,120,65,536918.74,81902.8584,25908.80727,62401.9056
03-07-2021,OPC-Bag,379.1799,200,20,30,89486.46,13650.4764,4314.73287,9700.3176
03-07-2021,OPC-Bag,379.1799,1200,120,65,536918.74,81902.8584,25908.80727,62401.9056
03-08-2021,OPC-Bag,388.4823,3000,300,30,1375227.34,209780.442,65753.87463,148853.628
03-08-2021,PPC-Bag,299.3445,3000,300,30,1059679.53,161646.03,50769.81045,116764.02
03-08-2021,OPC-Bulk,365.8689,400,40,28,172690.12,26342.5608,8288.05025,18681.7072
03-09-2021,PPC-Bag,299.3445,400,40,95,141290.6,21552.804,6925.25125,18168.536
03-09-2021,OPC-Bulk,363.2067,2000,200,28,857167.81,130754.412,40995.47107,92769.608
03-09-2021,OPC-Bag,306,1600,160,90,577728,88128,28168.2,73152
03-09-2021,PPC-Bag,395.1378,1600,160,90,746020.17,113799.6864,36163.86066,90266.4576
03-11-2021,OPC-Bag,379.1799,400,40,23,178972.91,27300.9528,8577.54775,19120.6352
03-11-2021,PPC-Bag,290.0421,400,40,20,136899.87,20883.0312,6565.94725,14722.0208
03-11-2021,PPC-Bag,290.0421,400,40,22,136899.87,20883.0312,6569.94725,14802.0208
03-12-2021,OPC-Bag,379.1799,800,80,40,357945.83,54601.9056,17185.17751,39601.2704
03-12-2021,OPC-Bulk,365.8689,400,40,28.5,172690.12,26342.5608,8289.05025,18701.7072
03-12-2021,OPC-Bulk,365.8689,3600,360,28.5,1554211.09,237083.0472,74308.75713,168315.3648
3-13-2021,OPC-Bulk,363.2067,1000,100,28,428583.91,65377.206,20515.89587,46384.804
3-13-2021,OPC-Bulk,363.2067,1000,100,28,428583.91,65377.206,20515.89587,46384.804
3-13-2021,PPC-Bag,290.0421,400,40,23,136899.87,20883.0312,6571.94725,14842.0208
3-14-2021,OPC-Bulk,365.8689,10000,1000,28,4317253.02,658564.02,206323.1709,467042.68
3-15-2021,OPC-Bag,379.1799,400,40,75,178972.91,27300.9528,8681.54775,21200.6352
3-15-2021,OPC-Bag,379.1799,700,70,28,313202.6,47776.6674,14999.77007,33811.1116
3-15-2021,PPC-Bag,292.689,400,40,28,138149.21,21073.608,6641.5025,15169.072
3-15-2021,OPC-Bulk,365.8689,400,40,28,172690.12,26342.5608,8288.05025,18681.7072
3-15-2021,OPC-Bag,379.1799,2000,200,65,894864.56,136504.764,43156.06679,104003.176
3-15-2021,PPC-Bag,290.0421,400,40,65,136899.87,20883.0312,6655.94725,16522.0208
3-15-2021,OPC-Bag,379.1799,1200,120,110,536918.74,81902.8584,26178.80727,67801.9056
3-15-2021,OPC-Bag,379.1799,400,40,80,178972.91,27300.9528,8691.54775,21400.6352
3-15-2021,OPC-Bag,379.1799,1200,120,110,536918.74,81902.8584,26178.80727,67801.9056
3-15-2021,OPC-Bag,379.1799,400,40,25,178972.91,27300.9528,8581.54775,19200.6352
3-16-2021,OPC-Bag,379.1799,400,40,23,178972.91,27300.9528,8577.54775,19120.6352
3-18-2021,OPC-Bag,395.1378,7200,720,0,3357090.75,512098.5888,159359.0747,341399.0592
3-18-2021,OPC-Bulk,379.1799,5000,500,0,2237161.41,341261.91,106208.29,227507.94
3-18-2021,OPC-Bag,379.1799,400,40,20,178972.91,27300.9528,8571.54775,19000.6352
3-18-2021,OPC-Bulk,365.8689,800,80,28,345380.24,52685.1216,16539.51361,37363.4144
3-19-2021,OPC-Bulk,363.2067,1000,100,28,428583.91,65377.206,20515.89587,46384.804
3-19-2021,OPC-Bulk,363.2067,1000,100,28,428583.91,65377.206,20515.89587,46384.804
3-22-2021,OPC-Bulk,379.1799,400,40,28,178972.91,27300.9528,8587.54775,19320.6352
3-22-2021,PPC-Bag,303.3378,400,40,30,143175.44,21840.3216,6885.1005,15760.2144
3-23-2021,PPC-Bag,303.3378,400,40,40,143175.44,21840.3216,6905.1005,16160.2144
3-23-2021,OPC-Bulk,379.1799,400,40,28,178972.91,27300.9528,8587.54775,19320.6352
3-25-2021,OPC-Bag,392.4756,200,20,30,92624.24,14129.1216,4464.97428,10019.4144
3-25-2021,OPC-Bag,392.4756,200,20,30,92624.24,14129.1216,4464.97428,10019.4144
3-25-2021,OPC-Bulk,379.1799,1200,120,0,536918.74,81902.8584,25518.80727,54601.9056
3-25-2021,PPC-Bag,303.3378,400,40,23,143175.44,21840.3216,6871.1005,15480.2144
3-26-2021,OPC-Bulk,379.1799,400,40,28,178972.91,27300.9528,8587.54775,19320.6352
3-27-2021,OPC-Bulk,379.1799,5000,500,28,2237161.41,341261.91,106908.29,241507.94
3-27-2021,OPC-Bulk,379.1799,720,72,28,322151.24,49141.71504,15427.25156,34777.14336
3-27-2021,OPC-Bulk,379.1799,720,72,28,322151.24,49141.71504,15427.25156,34777.14336
3-27-2021,OPC-Bulk,379.1799,720,72,28,322151.24,49141.71504,15427.25156,34777.14336
3-27-2021,OPC-Bulk,379.1799,720,72,28,322151.24,49141.71504,15427.25156,34777.14336
3-27-2021,OPC-Bulk,379.1799,720,72,28,322151.24,49141.71504,15427.25156,34777.14336
3-27-2021,PPC-Bag,303.3378,400,40,21,143175.44,21840.3216,6867.1005,15400.2144
3-27-2021,OPC-Bag,392.4756,400,40,25,185248.48,28258.2432,8880.701,19838.8288
3-29-2021,OPC-Bulk,379.1799,1600,160,28,715891.65,109203.8112,34236.43703,77282.5408
04-01-2021,OPC-Bag,379.1799,4000,400,65,1789729.13,273009.528,86274.21559,208006.352
04-01-2021,OPC-Bag,392.4756,400,40,25,185248.48,28258.2432,8880.701,19838.8288
04-02-2021,OPC-Bulk,379.1799,4000,400,28.5,1789729.13,273009.528,85544.21559,193406.352
04-02-2021,OPC-Bulk,379.1799,1200,120,28,536918.74,81902.8584,25686.80727,57961.9056
04-02-2021,OPC-Bulk,379.1799,1200,120,23,536918.74,81902.8584,25656.80727,57361.9056
04-02-2021,PPC-Bag,303.3378,400,40,22,143175.44,21840.3216,6869.1005,15440.2144
04-02-2021,OPC-Bulk,379.1799,800,80,28,357945.83,54601.9056,17137.17751,38641.2704
04-02-2021,PPC-Bag,303.3378,400,40,23,143175.44,21840.3216,6871.1005,15480.2144
04-03-2021,OPC-Bag,392.4756,800,80,23,370496.97,56516.4864,17714.15444,39517.6576
04-03-2021,OPC-Bag,392.4756,400,40,90,185248.48,28258.2432,9010.701,22438.8288
04-04-2021,OPC-Bag,392.4756,400,40,23,185248.48,28258.2432,8876.701,19758.8288
04-05-2021,PPC-Bag,303.3378,400,40,23,143175.44,21840.3216,6871.1005,15480.2144
04-05-2021,OPC-Bulk,379.1799,800,80,28,357945.83,54601.9056,17137.17751,38641.2704
04-05-2021,OPC-Bulk,379.1799,800,80,28,357945.83,54601.9056,17137.17751,38641.2704
04-05-2021,OPC-Bag,392.4756,400,40,23,185248.48,28258.2432,8876.701,19758.8288
04-05-2021,PPC-Bag,303.3378,400,40,23,143175.44,21840.3216,6871.1005,15480.2144
