Date,CementType,Price Before VAT,Quantity In Quintal,Quantity In Ton,Transportation,  Sales,Tax,advertisement,Fuel
9-19-2021,PPC-Bag,312.6555,400,40,90,147573.4,22511.196,7214.74875,18607.464
9-23-2021,OPC-Bag,405.7866,400,40,70,191531.28,29216.6352,9270.1985,22277.7568
9-23-2021,OPC-Bag,405.7866,400,40,70,191531.28,29216.6352,9270.1985,22277.7568
9-23-2021,OPC-Bag,405.7866,400,40,90,191531.28,29216.6352,9310.1985,23077.7568
9-24-2021,OPC-Bulk,389.8134,400,40,33,183991.92,28066.5648,8836.8015,20031.0432
9-26-2021,OPC-Bulk,389.8134,2000,200,35,919959.62,140332.824,44048.08214,100555.216
9-26-2021,OPC-Bulk,404.4555,2000,200,33,954514.98,145603.98,45669.46155,103669.32
9-26-2021,OPC-Bulk,397.8,1200,120,35,563284.8,85924.8,26981.94,61483.2
9-26-2021,PPC-Bag,321.9579,400,40,90,151964.13,23180.9688,7424.05275,19053.9792
9-27-2021,OPC-Bag,412.4421,800,80,70,389345.34,59391.6624,18798.65029,45194.4416
9-30-2021,OPC-Bulk,389.8134,11704.8,1170.48,32,5383971.7,821283.8191,257422.2708,584977.9061
9-30-2021,PPC-Bag,321.9579,800,80,90,303928.26,46361.9376,14815.90971,38107.9584
10-02-2021,PPC-Bag,321.9579,400,40,90,151964.13,23180.9688,7424.05275,19053.9792
10-03-2021,OPC-Bulk,397.8,2000,200,35,938808,143208,44943.38,102472
10-04-2021,OPC-Bag,392.4756,800,80,0,370496.97,56516.4864,17622.15444,37677.6576
10-04-2021,OPC-Bulk,404.4555,1200,120,33,572708.99,87362.388,27417.85515,62201.592
10-04-2021,OPC-Bulk,404.4555,1200,120,33,572708.99,87362.388,27417.85515,62201.592
10-04-2021,OPC-Bulk,404.4555,1200,120,33,572708.99,87362.388,27417.85515,62201.592
10-07-2021,OPC-Bag,412.4421,1600,160,90,778690.68,118783.3248,37716.05637,93588.8832
10-07-2021,OPC-Bag,412.4421,1200,120,50,584018.01,89087.4936,28057.35333,65391.6624
10-07-2021,PPC-Bag,319.311,1200,120,80,452144.38,68971.176,21969.6303,55580.784
10-07-2021,OPC-Bulk,397.8,1200,120,33,563284.8,85924.8,26969.94,61243.2
10-09-2021,OPC-Bulk,404.4555,2000,200,33,954514.98,145603.98,45669.46155,103669.32
10-11-2021,OPC-Bulk,397.8,400,40,35,187761.6,28641.6,9020.5,20494.4
10-16-2021,OPC-Bag,412.4421,4000,400,50,1946726.71,296958.312,93428.27461,217972.208
10-17-2021,OPC-Bulk,397.8,8425,842.5,32,3954728.7,603263.7,189069.82,429135.8
10-17-2021,OPC-Bag,412.4421,400,40,40,194672.67,29695.8312,9359.94725,21397.2208
10-17-2021,PPC-Bag,319.311,400,40,90,150714.79,22990.392,7364.4975,18926.928
10-18-2021,OPC-Bulk,404.4555,1100,110,33,524983.24,80082.189,25136.40435,57018.126
10-18-2021,OPC-Bulk,404.4555,1100,110,33,524983.24,80082.189,25136.40435,57018.126
10-18-2021,OPC-Bulk,404.4555,1100,110,33,524983.24,80082.189,25136.40435,57018.126
10-18-2021,OPC-Bulk,404.4555,1100,110,33,524983.24,80082.189,25136.40435,57018.126
10-19-2021,OPC-Bulk,397.8,7182.8,718.28,33,3371635.05,514317.2112,161234.741,366581.3808
10-22-2021,PPC-Bag,319.311,800,80,0,301429.58,45980.784,14337.0639,30653.856
10-23-2021,OPC-Bulk,397.8,6526.8,652.68,32,3063706.03,467344.9872,146480.2862,332449.0848
10-23-2021,PPC-Bag,319.311,400,40,130,150714.79,22990.392,7444.4975,20526.928
10-23-2021,PPC-Bag,319.311,400,40,80,150714.79,22990.392,7344.4975,18526.928
10-24-2021,OPC-Bulk,397.8,400,40,35,187761.6,28641.6,9020.5,20494.4
10-24-2021,PPC-Bag,312.6555,400,40,90,147573.4,22511.196,7214.74875,18607.464
10-25-2021,PPC-Bag,319.311,400,40,95,150714.79,22990.392,7374.4975,19126.928
10-29-2021,OPC-Bulk,397.8,4700.04,470.004,33,2206217.58,336541.6642,105517.1377,239871.2414
10-29-2021,OPC-Bulk,397.8,1200,120,35,563284.8,85924.8,26981.94,61483.2
10-29-2021,OPC-Bulk,404.4555,1066.67,106.667,33,509076.25,77655.69868,24375.9968,55290.47678
10-29-2021,OPC-Bulk,404.4555,1066.67,106.667,33,509076.25,77655.69868,24375.9968,55290.47678
10-29-2021,OPC-Bulk,404.4555,1066.67,106.667,33,509076.25,77655.69868,24375.9968,55290.47678
10-30-2021,OPC-Bulk,397.8,3809,380.9,32,1787959.84,272739.636,85501.5512,194015.224
10-30-2021,OPC-Bulk,397.8,800,80,35,375523.2,57283.2,18001.22,40988.8
10-30-2021,OPC-Bag,412.4421,400,40,70,194672.67,29695.8312,9419.94725,22597.2208
11-01-2021,OPC-Bag,392.4756,200,20,0,92624.24,14129.1216,4434.97428,9419.4144
11-01-2021,OPC-Bulk,397.8,400,40,35,187761.6,28641.6,9020.5,20494.4
11-02-2021,OPC-Bulk,404.4555,1066.67,106.667,33,509076.25,77655.69868,24375.9968,55290.47678
11-02-2021,OPC-Bulk,404.4555,1066.67,106.667,33,509076.25,77655.69868,24375.9968,55290.47678
11-02-2021,OPC-Bulk,404.4555,1066.67,106.667,33,509076.25,77655.69868,24375.9968,55290.47678
11-04-2021,PPC-Bag,319.311,800,80,80,301429.58,45980.784,14657.0639,37053.856
11-07-2021,OPC-Bulk,404.4555,1400,140,33,668160.49,101922.786,31980.75675,72568.524
11-07-2021,OPC-Bulk,404.4555,1400,140,33,668160.49,101922.786,31980.75675,72568.524
11-07-2021,PPC-Bag,319.311,400,40,110,150714.79,22990.392,7404.4975,19726.928
11-08-2021,PPC-Bag,319.311,400,40,80,150714.79,22990.392,7344.4975,18526.928
11-11-2021,OPC-Bag,412.4421,400,40,0,194672.67,29695.8312,9279.94725,19797.2208
11-11-2021,OPC-Bag,412.4421,800,80,70,389345.34,59391.6624,18798.65029,45194.4416
11-11-2021,PPC-Bag,319.311,400,40,90,150714.79,22990.392,7364.4975,18926.928
11-11-2021,OPC-Bulk,397.8,400,40,35,187761.6,28641.6,9020.5,20494.4
11-13-2021,OPC-Bulk,397.8,800,80,35,375523.2,57283.2,18001.22,40988.8
11-13-2021,OPC-Bulk,397.8,400,40,35,187761.6,28641.6,9020.5,20494.4
11-14-2021,OPC-Bag,412.4421,350,35,90,170338.59,25983.8523,8282.60937,20472.5682
11-15-2021,OPC-Bulk,404.4555,1333.33,133.333,33,636341.73,97069.07732,30459.7135,69112.70722
11-15-2021,OPC-Bulk,404.4555,1333.33,133.333,33,636341.73,97069.07732,30459.7135,69112.70722
11-15-2021,OPC-Bulk,404.4555,1333.33,133.333,33,636341.73,97069.07732,30459.7135,69112.70722
11-15-2021,OPC-Bag,425.7378,1200,120,110,602844.72,91959.3648,29312.15394,74506.2432
11-15-2021,PPC-Bag,319.311,400,40,90,150714.79,22990.392,7364.4975,18926.928
11-16-2021,PPC-Bag,319.311,400,40,90,150714.79,22990.392,7364.4975,18926.928
11-18-2021,OPC-Bulk,397.8,7387,738.7,32,3467487.35,528938.748,165780.4216,376264.232
11-18-2021,OPC-Bulk,397.8,400,40,35,187761.6,28641.6,9020.5,20494.4
11-20-2021,OPC-Bulk,397.8,800,80,35,375523.2,57283.2,18001.22,40988.8
11-20-2021,PPC-Bag,319.311,400,40,90,150714.79,22990.392,7364.4975,18926.928
11-23-2021,OPC-Bulk,397.8,6230,623,33,2924386.92,446092.92,139852.194,317954.28
11-26-2021,OPC-Bulk,404.4555,1100,110,33,524983.24,80082.189,25136.40435,57018.126
11-26-2021,OPC-Bulk,404.4555,1100,110,33,524983.24,80082.189,25136.40435,57018.126
11-26-2021,OPC-Bulk,404.4555,1100,110,33,524983.24,80082.189,25136.40435,57018.126
11-26-2021,OPC-Bulk,404.4555,1100,110,33,524983.24,80082.189,25136.40435,57018.126
11-27-2021,OPC-Bulk,397.8,800,80,35,375523.2,57283.2,18001.22,40988.8
11-30-2021,OPC-Bulk,397.8,11064.5,1106.45,35,5193720.56,792262.458,248457.7211,566900.722
11-30-2021,OPC-Bulk,397.8,1600,160,35,751046.4,114566.4,35962.66,81977.6
12-02-2021,OPC-Bulk,404.4555,2400,240,33,1145417.98,174724.776,54795.26475,124403.184
12-03-2021,OPC-Bulk,397.8,1200,120,35,563284.8,85924.8,26981.94,61483.2
12-03-2021,OPC-Bag,425.7378,1200,120,110,602844.72,91959.3648,29312.15394,74506.2432
12-03-2021,OPC-Bag,425.7378,1200,120,110,602844.72,91959.3648,29312.15394,74506.2432
12-05-2021,OPC-Bulk,397.8,11343,1134.3,32,5324449.57,812204.172,254540.4024,577767.048
12-05-2021,OPC-Bulk,397.8,1200,120,35,563284.8,85924.8,26981.94,61483.2
12-06-2021,OPC-Bulk,397.8,20158.2,2015.82,33,9462339.71,1443407.753,452426.0728,1028793.895
12-07-2021,OPC-Bulk,397.8,1200,120,35,563284.8,85924.8,26981.94,61483.2
12-09-2021,OPC-Bulk,404.4555,1200,120,33,572708.99,87362.388,27417.85515,62201.592
12-09-2021,OPC-Bulk,404.4555,1200,120,33,572708.99,87362.388,27417.85515,62201.592
12-09-2021,OPC-Bulk,404.4555,1200,120,33,572708.99,87362.388,27417.85515,62201.592
12-09-2021,OPC-Bulk,404.4555,1200,120,33,572708.99,87362.388,27417.85515,62201.592
12-11-2021,OPC-Bulk,397.8,800,80,35,375523.2,57283.2,18001.22,40988.8
12-11-2021,OPC-Bulk,397.8,400,40,35,187761.6,28641.6,9020.5,20494.4
12-11-2021,PPC-Bag,319.311,400,40,80,150714.79,22990.392,7344.4975,18526.928
12-12-2021,OPC-Bulk,397.8,1200,120,35,563284.8,85924.8,26981.94,61483.2
12-12-2021,OPC-Bulk,397.8,400,40,110,187761.6,28641.6,9170.5,23494.4
12-13-2021,OPC-Bulk,404.4555,1466.67,146.667,33,699979.24,106776.4947,33501.8,76024.34078
12-13-2021,OPC-Bulk,404.4555,1466.67,146.667,33,699979.24,106776.4947,33501.8,76024.34078
12-13-2021,OPC-Bulk,404.4555,1466.67,146.667,33,699979.24,106776.4947,33501.8,76024.34078
12-14-2021,OPC-Bulk,397.8,2000,200,35,938808,143208,44943.38,102472
12-14-2021,PPC-Bag,319.311,2000,200,100,753573.96,114951.96,36794.7631,96634.64
12-18-2021,OPC-Bulk,397.8,8424.8,842.48,32,3954634.82,603249.3792,189065.3326,429125.6128
12-19-2021,OPC-Bulk,397.8,800,80,35,375523.2,57283.2,18001.22,40988.8
12-19-2021,OPC-Bulk,404.4555,1200,120,33,572708.99,87362.388,27417.85515,62201.592
12-19-2021,OPC-Bulk,404.4555,1200,120,33,572708.99,87362.388,27417.85515,62201.592
12-19-2021,OPC-Bulk,404.4555,1200,120,33,572708.99,87362.388,27417.85515,62201.592
12-19-2021,OPC-Bag,412.4421,400,40,200,194672.67,29695.8312,9679.94725,27797.2208
12-20-2021,OPC-Bulk,397.8,2000,200,33,938808,143208,44923.38,102072
12-21-2021,OPC-Bag,425.7378,800,80,110,401896.48,61306.2432,19555.62722,49670.8288
12-21-2021,OPC-Bulk,397.8,400,40,35,187761.6,28641.6,9020.5,20494.4
12-23-2021,OPC-Bulk,397.8,4000,400,45,1877616,286416,90046.98,208944
12-23-2021,OPC-Bulk,397.8,157,15.7,33,73696.43,11241.828,3563.1426,8012.652
12-23-2021,OPC-Bag,412.4421,400,40,0,194672.67,29695.8312,9279.94725,19797.2208
12-24-2021,OPC-Bag,412.4421,800,80,160,389345.34,59391.6624,19158.65029,52394.4416
12-24-2021,PPC-Bag,319.311,400,40,90,150714.79,22990.392,7364.4975,18926.928
12-25-2021,OPC-Bulk,397.8,800,80,35,375523.2,57283.2,18001.22,40988.8
12-26-2021,OPC-Bulk,397.8,800,80,33,375523.2,57283.2,17993.22,40828.8
12-26-2021,OPC-Bulk,397.8,1200,120,33,563284.8,85924.8,26969.94,61243.2
12-26-2021,OPC-Bag,412.4421,400,40,60,194672.67,29695.8312,9399.94725,22197.2208
12-26-2021,PPC-Bag,319.311,400,40,90,150714.79,22990.392,7364.4975,18926.928
12-28-2021,OPC-Bulk,397.8,11684.4,1168.44,33,5484704.1,836649.7776,262258.7479,596325.0384
12-28-2021,OPC-Bulk,397.8,1200,120,33,563284.8,85924.8,26969.94,61243.2
12-28-2021,OPC-Bulk,404.4555,1066.67,106.667,33,509076.25,77655.69868,24375.9968,55290.47678
12-28-2021,OPC-Bulk,404.4555,1066.67,106.667,33,509076.25,77655.69868,24375.9968,55290.47678
12-28-2021,OPC-Bulk,404.4555,1066.67,106.667,33,509076.25,77655.69868,24375.9968,55290.47678
12-28-2021,OPC-Bag,412.4421,800,80,40,389345.34,59391.6624,18678.65029,42794.4416
12-28-2021,OPC-Bulk,397.8,400,40,35,187761.6,28641.6,9020.5,20494.4
12-31-2021,PPC-Bag,319.311,400,40,85,150714.79,22990.392,7354.4975,18726.928
01-01-2022,OPC-Bulk,397.8,1600,160,33,751046.4,114566.4,35946.66,81657.6
01-01-2022,OPC-Bulk,397.8,800,80,33,375523.2,57283.2,17993.22,40828.8
01-01-2022,OPC-Bulk,397.8,1600,160,33,751046.4,114566.4,35946.66,81657.6
01-02-2022,OPC-Bulk,397.8,11032.4,1103.24,32,5178652.69,789963.9696,247571.5323,561946.3264
01-02-2022,OPC-Bulk,404.4555,1100,110,33,524983.24,80082.189,25136.40435,57018.126
01-02-2022,OPC-Bulk,404.4555,1100,110,33,524983.24,80082.189,25136.40435,57018.126
01-02-2022,OPC-Bulk,404.4555,1100,110,33,524983.24,80082.189,25136.40435,57018.126
01-02-2022,OPC-Bulk,404.4555,1100,110,33,524983.24,80082.189,25136.40435,57018.126
01-02-2022,OPC-Bag,425.7378,1200,120,110,602844.72,91959.3648,29312.15394,74506.2432
01-02-2022,OPC-Bag,425.7378,1200,120,110,602844.72,91959.3648,29312.15394,74506.2432
01-02-2022,OPC-Bulk,397.8,400,40,110,187761.6,28641.6,9170.5,23494.4
01-03-2022,OPC-Bag,412.4421,3200,320,80,1557381.37,237566.6496,75230.86853,183977.7664
01-03-2022,PPC-Bag,319.311,400,40,80,150714.79,22990.392,7344.4975,18526.928
01-03-2022,OPC-Bag,412.4421,400,40,0,194672.67,29695.8312,9279.94725,19797.2208
01-03-2022,PPC-Bag,319.311,400,40,0,150714.79,22990.392,7184.4975,15326.928
01-04-2022,PPC-Bag,319.311,85,8.5,80,32026.89,4885.4583,1585.85146,3936.9722
01-04-2022,PPC-Bag,319.311,400,40,90,150714.79,22990.392,7364.4975,18926.928
01-06-2022,PPC-Bag,319.311,400,40,70,150714.79,22990.392,7324.4975,18126.928
01-08-2022,PPC-Bag,319.311,800,80,80,301429.58,45980.784,14657.0639,37053.856
01-09-2022,OPC-Bag,412.4421,400,40,80,194672.67,29695.8312,9439.94725,22997.2208
01-10-2022,OPC-Bag,412.4421,800,80,80,389345.34,59391.6624,18838.65029,45994.4416
01-10-2022,OPC-Bulk,397.8,4000,400,33,1877616,286416,89806.98,204144
01-10-2022,OPC-Bulk,397.8,400,40,33,187761.6,28641.6,9016.5,20414.4
01-11-2022,OPC-Bulk,397.8,800,80,33,375523.2,57283.2,17993.22,40828.8
1-13-2022,OPC-Bulk,397.8,400,40,33,187761.6,28641.6,9016.5,20414.4
1-13-2022,OPC-Bag,412.4421,400,40,50,194672.67,29695.8312,9379.94725,21797.2208
1-13-2022,OPC-Bag,425.7378,400,40,110,200948.24,30653.1216,9799.1005,24835.4144
1-13-2022,PPC-Bag,319.311,400,40,80,150714.79,22990.392,7344.4975,18526.928
1-13-2022,OPC-Bulk,397.8,400,40,33,187761.6,28641.6,9016.5,20414.4
1-14-2022,OPC-Bulk,397.8,8104.8,810.48,32,3804425.54,580336.0992,181885.5566,412826.0928
1-14-2022,OPC-Bulk,397.8,400,40,33,187761.6,28641.6,9016.5,20414.4
1-16-2022,OPC-Bulk,397.8,372,37.2,35,174618.29,26636.688,8391.8496,19059.792
1-17-2022,OPC-Bulk,411.111,800,80,33,388088.78,59199.984,18590.8839,42106.656
1-17-2022,OPC-Bulk,419.0823,1133.33,113.333,33,560451.08,85492.53776,26826.58609,60735.01417
1-17-2022,OPC-Bulk,419.0823,1133.33,113.333,33,560451.08,85492.53776,26826.58609,60735.01417
1-17-2022,OPC-Bulk,419.0823,1133.33,113.333,33,560451.08,85492.53776,26826.58609,60735.01417
1-17-2022,OPC-Bulk,419.0823,1133.33,113.333,33,560451.08,85492.53776,26826.58609,60735.01417
1-17-2022,OPC-Bulk,419.0823,1133.33,113.333,33,560451.08,85492.53776,26826.58609,60735.01417
1-17-2022,OPC-Bulk,419.0823,1133.33,113.333,33,560451.08,85492.53776,26826.58609,60735.01417
1-17-2022,PPC-Bag,337.9311,400,40,85,159503.48,24331.0392,7773.44975,19620.6928
1-18-2022,OPC-Bulk,411.111,4390.2,439.02,33,2129734.22,324874.7122,101837.6268,231070.8014
1-18-2022,OPC-Bulk,397.8,13731.2,1373.12,33,6445480.2,983208.8448,308192.6242,700785.5232
1-18-2022,OPC-Bag,425.7378,800,80,40,401896.48,61306.2432,19275.62722,44070.8288
1-21-2022,OPC-Bulk,412.4421,800,80,33,389345.34,59391.6624,18650.65029,42234.4416
1-22-2022,OPC-Bag,425.7378,350,35,40,175829.71,26821.4814,8457.03466,19280.9876
1-22-2022,OPC-Bulk,411.111,800,80,33,388088.78,59199.984,18590.8839,42106.656
1-22-2022,PPC-Bag,319.311,200,20,80,75357.4,11495.196,3688.2143,9263.464
1-23-2022,OPC-Bag,425.7378,400,40,40,200948.24,30653.1216,9659.1005,22035.4144
1-25-2022,OPC-Bag,425.7378,800,80,35,401896.48,61306.2432,19255.62722,43670.8288
1-25-2022,OPC-Bulk,411.111,6882.2,688.22,33,3338630.79,509282.6623,159620.169,362233.0349
1-25-2022,OPC-Bulk,411.111,400,40,33,194044.39,29599.992,9315.9975,21053.328
1-25-2022,OPC-Bulk,411.111,400,40,35,194044.39,29599.992,9319.9975,21133.328
1-27-2022,PPC-Bag,337.9311,400,40,75,159503.48,24331.0392,7753.44975,19220.6928
1-27-2022,PPC-Bag,337.9311,400,40,75,159503.48,24331.0392,7753.44975,19220.6928
1-27-2022,OPC-Bulk,411.111,800,80,33,388088.78,59199.984,18590.8839,42106.656
1-29-2022,OPC-Bulk,411.111,7340.4,734.04,32,3560908.64,543189.4531,170207.8494,385615.5821
1-29-2022,OPC-Bulk,411.111,400,40,33,194044.39,29599.992,9315.9975,21053.328
1-29-2022,OPC-Bulk,411.111,1200,120,33,582133.18,88799.976,27865.7703,63159.984
1-29-2022,PPC-Bag,337.9311,1020,102,55,406733.87,62044.14996,19616.91754,46972.76664
1-29-2022,OPC-Bulk,417.7512,1300,130,33,640830.34,97753.7808,30668.56248,69459.1872
1-29-2022,OPC-Bulk,417.7512,1300,130,33,640830.34,97753.7808,30668.56248,69459.1872
1-29-2022,OPC-Bulk,417.7512,1300,130,33,640830.34,97753.7808,30668.56248,69459.1872
1-29-2022,OPC-Bulk,417.7512,1300,130,33,640830.34,97753.7808,30668.56248,69459.1872
1-29-2022,OPC-Bulk,411.111,400,40,33,194044.39,29599.992,9315.9975,21053.328
1-29-2022,OPC-Bulk,411.111,400,40,33,194044.39,29599.992,9315.9975,21053.328
1-29-2022,OPC-Bulk,411.111,400,40,33,194044.39,29599.992,9315.9975,21053.328
1-30-2022,OPC-Bag,425.7378,400,40,40,200948.24,30653.1216,9659.1005,22035.4144
1-30-2022,OPC-Bag,425.7378,1200,120,40,602844.72,91959.3648,28892.15394,66106.2432
1-30-2022,PPC-Bag,337.9311,400,40,85,159503.48,24331.0392,7773.44975,19620.6928
1-30-2022,OPC-Bag,425.7378,400,40,135,200948.24,30653.1216,9849.1005,25835.4144
1-30-2022,OPC-Bag,425.7378,1600,160,135,803792.97,122612.4864,39268.68066,103341.6576
1-31-2022,PPC-Bag,337.9311,2000,200,60,797517.4,121655.196,38482.07631,93103.464
1-31-2022,PPC-Bag,337.9311,2000,200,90,797517.4,121655.196,38782.07631,99103.464
1-31-2022,PPC-Bag,337.9311,800,80,55,319006.96,48662.0784,15393.10639,36841.3856
1-31-2022,OPC-Bag,425.7378,400,40,200,200948.24,30653.1216,9979.1005,28435.4144
02-01-2022,OPC-Bulk,411.111,465,46.5,35,225576.61,34409.9907,10827.81654,24567.4938
02-03-2022,OPC-Bulk,411.111,3649.4,364.94,32,1770364.01,270055.5269,84642.29015,191715.098
02-03-2022,OPC-Bag,425.7378,2800,280,80,1406637.69,214571.8512,67918.26082,165447.9008
02-03-2022,PPC-Bag,337.9311,1200,120,80,478510.44,72993.1176,23222.76303,58262.0784
02-03-2022,OPC-Bulk,411.111,400,40,33,194044.39,29599.992,9315.9975,21053.328
02-03-2022,OPC-Bulk,411.111,2000,200,33,970221.96,147999.96,46415.5431,105266.64
02-03-2022,OPC-Bulk,411.111,400,40,33,194044.39,29599.992,9315.9975,21053.328
02-03-2022,OPC-Bulk,411.111,1200,120,33,582133.18,88799.976,27865.7703,63159.984
02-03-2022,OPC-Bulk,411.111,800,80,33,388088.78,59199.984,18590.8839,42106.656
02-03-2022,OPC-Bulk,411.111,400,40,35,194044.39,29599.992,9319.9975,21133.328
02-03-2022,PPC-Bag,337.9311,400,40,60,159503.48,24331.0392,7723.44975,18620.6928
02-04-2022,OPC-Bulk,411.111,400,40,33,194044.39,29599.992,9315.9975,21053.328
02-04-2022,OPC-Bulk,411.111,1200,120,35,582133.18,88799.976,27877.7703,63399.984
02-05-2022,OPC-Bulk,417.7512,1100,110,33,542241.06,82714.7376,25956.74904,58773.1584
02-05-2022,OPC-Bulk,417.7512,1100,110,33,542241.06,82714.7376,25956.74904,58773.1584
02-05-2022,OPC-Bulk,417.7512,1100,110,33,542241.06,82714.7376,25956.74904,58773.1584
02-05-2022,OPC-Bulk,417.7512,1100,110,33,542241.06,82714.7376,25956.74904,58773.1584
02-05-2022,OPC-Bulk,411.111,400,40,35,194044.39,29599.992,9319.9975,21133.328
02-05-2022,PPC-Bag,337.9311,400,40,60,159503.48,24331.0392,7723.44975,18620.6928
02-06-2022,PPC-Bag,337.9311,400,40,60,159503.48,24331.0392,7723.44975,18620.6928
02-06-2022,OPC-Bag,425.7378,400,40,35,200948.24,30653.1216,9649.1005,21835.4144
02-07-2022,OPC-Bag,425.7378,400,40,40,200948.24,30653.1216,9659.1005,22035.4144
02-07-2022,OPC-Bag,425.7378,1200,120,110,602844.72,91959.3648,29312.15394,74506.2432
02-07-2022,PPC-Bag,337.9311,400,40,60,159503.48,24331.0392,7723.44975,18620.6928
02-11-2022,OPC-Bulk,411.111,4456.8,445.68,32,2162042.62,329803.1109,103359.6114,234130.5006
02-11-2022,PPC-Bag,337.9311,400,40,60,159503.48,24331.0392,7723.44975,18620.6928
02-12-2022,OPC-Bulk,411.111,9316,931.6,33,4519293.89,689383.8137,216053.2154,490332.0091
02-12-2022,OPC-Bulk,411.111,400,40,33,194044.39,29599.992,9315.9975,21053.328
02-12-2022,OPC-Bag,425.7378,2800,280,135,1406637.69,214571.8512,68688.26082,180847.9008
02-12-2022,PPC-Bag,337.9311,400,40,80,159503.48,24331.0392,7763.44975,19420.6928
2-14-2022,OPC-Bulk,417.7512,1120,112,33,552099.99,84218.64192,26427.93038,59841.76128
2-14-2022,OPC-Bulk,417.7512,1120,112,33,552099.99,84218.64192,26427.93038,59841.76128
2-14-2022,OPC-Bulk,417.7512,1120,112,33,552099.99,84218.64192,26427.93038,59841.76128
2-14-2022,OPC-Bulk,417.7512,1120,112,33,552099.99,84218.64192,26427.93038,59841.76128
2-14-2022,OPC-Bulk,417.7512,1120,112,33,552099.99,84218.64192,26427.93038,59841.76128
2-15-2022,PPC-Bag,337.9311,400,40,95,159503.48,24331.0392,7793.44975,20020.6928
2-15-2022,OPC-Bulk,411.111,400,40,35,194044.39,29599.992,9319.9975,21133.328
2-17-2022,OPC-Bulk,411.111,400,40,100,194044.39,29599.992,9449.9975,23733.328
2-17-2022,OPC-Bag,425.7378,400,40,35,200948.24,30653.1216,9649.1005,21835.4144
2-17-2022,PPC-Bag,337.9311,400,40,60,159503.48,24331.0392,7723.44975,18620.6928
2-18-2022,OPC-Bulk,411.111,7636.8,763.68,32,3704695.53,565123.0473,177079.0583,401186.4582
2-18-2022,PPC-Bag,337.9311,400,40,150,159503.48,24331.0392,7903.44975,22220.6928
2-19-2022,OPC-Bag,425.7378,400,40,35,200948.24,30653.1216,9649.1005,21835.4144
2-19-2022,PPC-Bag,337.9311,400,40,60,159503.48,24331.0392,7723.44975,18620.6928
2-20-2022,OPC-Bag,425.7378,400,40,35,200948.24,30653.1216,9649.1005,21835.4144
2-20-2022,OPC-Bulk,417.7512,1200,120,33,591535.7,90234.2592,28312.65576,64116.1728
2-20-2022,OPC-Bulk,417.7512,1200,120,33,591535.7,90234.2592,28312.65576,64116.1728
2-20-2022,OPC-Bulk,417.7512,1200,120,33,591535.7,90234.2592,28312.65576,64116.1728
2-20-2022,OPC-Bulk,417.7512,1200,120,33,591535.7,90234.2592,28312.65576,64116.1728
2-20-2022,OPC-Bulk,417.7512,1200,120,33,591535.7,90234.2592,28312.65576,64116.1728
2-21-2022,OPC-Bag,425.7378,800,80,35,401896.48,61306.2432,19255.62722,43670.8288
2-22-2022,OPC-Bulk,411.111,1200,120,33,582133.18,88799.976,27865.7703,63159.984
2-22-2022,OPC-Bulk,411.111,890.4,89.04,33,431942.82,65889.58219,20687.00823,46864.70813
2-22-2022,OPC-Bulk,411.111,800,80,33,388088.78,59199.984,18590.8839,42106.656
2-24-2022,OPC-Bulk,411.111,2870.8,287.08,32,1392656.6,212439.1426,66592.6168,150812.6551
2-24-2022,OPC-Bulk,411.111,2000,200,33,970221.96,147999.96,46415.5431,105266.64
2-24-2022,PPC-Bag,337.9311,400,40,65,159503.48,24331.0392,7733.44975,18820.6928
2-24-2022,PPC-Bag,337.9311,400,40,65,159503.48,24331.0392,7733.44975,18820.6928
2-24-2022,OPC-Bag,425.7378,400,40,35,200948.24,30653.1216,9649.1005,21835.4144
2-25-2022,OPC-Bulk,411.111,9298.8,929.88,33,4510949.98,688111.0141,215654.3953,489426.716
2-25-2022,OPC-Bulk,411.111,400,40,35,194044.39,29599.992,9319.9975,21133.328
2-25-2022,OPC-Bulk,411.111,400,40,35,194044.39,29599.992,9319.9975,21133.328
2-26-2022,OPC-Bulk,411.111,9403.6,940.36,33,4561789.61,695866.212,218084.4155,494942.688
2-26-2022,OPC-Bulk,417.7512,1280,128,33,630971.41,96249.87648,30197.38114,68390.58432
2-26-2022,OPC-Bulk,417.7512,1280,128,33,630971.41,96249.87648,30197.38114,68390.58432
2-26-2022,OPC-Bulk,417.7512,1280,128,33,630971.41,96249.87648,30197.38114,68390.58432
2-26-2022,OPC-Bulk,417.7512,1280,128,33,630971.41,96249.87648,30197.38114,68390.58432
2-26-2022,OPC-Bulk,417.7512,1280,128,33,630971.41,96249.87648,30197.38114,68390.58432
2-27-2022,OPC-Bulk,411.111,400,40,33,194044.39,29599.992,9315.9975,21053.328
2-27-2022,PPC-Bag,337.9311,400,40,60,159503.48,24331.0392,7723.44975,18620.6928
2-27-2022,PPC-Bag,337.9311,2000,200,100,797517.4,121655.196,38882.07631,101103.464
2-27-2022,OPC-Bulk,397.8,400,40,33,187761.6,28641.6,9016.5,20414.4
2-28-2022,PPC-Bag,337.9311,800,80,80,319006.96,48662.0784,15493.10639,38841.3856
2-28-2022,PPC-Bag,337.9311,400,40,60,159503.48,24331.0392,7723.44975,18620.6928
03-03-2022,OPC-Bulk,411.111,1345,134.5,33,652474.27,99529.9731,31227.91662,70791.8154
03-03-2022,OPC-Bulk,411.111,800,80,33,388088.78,59199.984,18590.8839,42106.656
